product_id,product_category_name,date,year,month,qty,unit_price,avg_competitor_price,price_gap_pct,revenue,log_qty,log_price,product_score,customers,weekend,holiday
bed2,bed_bath_table,2017-07-01,2017,7,60,89.9,113.61666666666666,-20.87428487604517,5394.0,4.0943445622221,4.498697941477575,3.9,123,10,1
bed2,bed_bath_table,2017-08-01,2017,8,37,89.9,111.78660130000002,-19.578912897855503,3326.3,3.6109179126442243,4.498697941477575,3.9,90,8,1
bed2,bed_bath_table,2017-09-01,2017,9,23,89.9,99.7495699,-9.87429811464279,2067.7000000000003,3.1354942159291497,4.498697941477575,3.9,54,9,1
bed2,bed_bath_table,2017-10-01,2017,10,14,89.9,75.25,19.468438538205987,1258.6000000000001,2.6390573296152584,4.498697941477575,3.9,50,9,2
bed2,bed_bath_table,2017-11-01,2017,11,40,89.9,73.44393939333334,22.406288037649052,3596.0,3.6888794541139363,4.498697941477575,3.9,97,8,4
bed2,bed_bath_table,2017-12-01,2017,12,18,88.48823529,72.32215686,22.35287100368704,1592.7882352200002,2.8903717578961645,4.482869608601029,3.9,41,10,1
bed2,bed_bath_table,2018-01-01,2018,1,17,86.9,71.26333333333334,21.942092707797375,1477.3000000000002,2.833213344056216,4.464758032271346,3.9,62,8,2
bed2,bed_bath_table,2018-02-01,2018,2,22,86.9,71.26333333333334,21.942092707797375,1911.8000000000002,3.091042453358316,4.464758032271346,3.9,62,8,2
bed2,bed_bath_table,2018-03-01,2018,3,17,86.9,71.26333333333334,21.942092707797375,1477.3000000000002,2.833213344056216,4.464758032271346,3.9,43,9,1
bed2,bed_bath_table,2018-04-01,2018,4,6,85.045,70.02666666666667,21.446591774562066,510.27,1.791759469228055,4.443180528166055,3.9,34,9,1
bed2,bed_bath_table,2018-05-01,2018,5,26,83.64961538,69.09641025333333,21.062172511291347,2174.88999988,3.258096538021482,4.42663682945454,3.9,57,8,3
bed2,bed_bath_table,2018-06-01,2018,6,23,79.9,66.59666666666668,19.975974773512174,1837.7,3.1354942159291497,4.380775852772229,3.9,43,9,0
bed2,bed_bath_table,2018-07-01,2018,7,10,77.93333333,65.28555555333334,19.373010874257453,779.3333332999999,2.302585092994046,4.355853760327086,3.9,26,9,1
bed2,bed_bath_table,2018-08-01,2018,8,7,74.0,62.413333333333334,18.56440931424909,518.0,1.9459101490553132,4.30406509320417,3.9,15,8,1
bed3,bed_bath_table,2017-10-01,2017,10,8,99.0,78.28333333333335,26.463700234192018,792.0,2.0794415416798357,4.59511985013459,3.3,50,9,2
bed3,bed_bath_table,2017-11-01,2017,11,22,99.0,76.47727272666667,29.450222883641008,2178.0,3.091042453358316,4.59511985013459,3.3,97,8,4
bed3,bed_bath_table,2017-12-01,2017,12,7,99.0,75.82607843000001,30.56194128698525,693.0,1.9459101490553132,4.59511985013459,3.3,41,10,1
bed3,bed_bath_table,2018-01-01,2018,1,11,98.3,75.06333333333333,30.95608153115147,1081.3,2.3978952727983707,4.5880240271531205,3.3,62,8,2
bed3,bed_bath_table,2018-02-01,2018,2,13,92.0,72.96333333333334,26.090730503906062,1196.0,2.5649493574615367,4.5217885770490405,3.3,62,8,2
bed3,bed_bath_table,2018-03-01,2018,3,3,92.0,72.96333333333334,26.090730503906062,276.0,1.0986122886681098,4.5217885770490405,3.3,43,9,1
bed3,bed_bath_table,2018-04-01,2018,4,9,90.875,71.97000000000001,26.267889398360406,817.875,2.1972245773362196,4.509484935853683,3.3,34,9,1
bed3,bed_bath_table,2018-05-01,2018,5,14,88.24,70.62653846,24.93887131389787,1235.36,2.6390573296152584,4.480060374945247,3.3,57,8,3
bed3,bed_bath_table,2018-06-01,2018,6,14,84.9,68.26333333333334,24.371307192734022,1188.6000000000001,2.6390573296152584,4.441474093317302,3.3,43,9,0
bed3,bed_bath_table,2018-07-01,2018,7,9,84.9,67.60777777666668,25.577267574828277,764.1,2.1972245773362196,4.441474093317302,3.3,26,9,1
bed3,bed_bath_table,2018-08-01,2018,8,1,84.9,66.04666666666667,28.54547289795095,84.9,0.0,4.441474093317302,3.3,15,8,1
bed4,bed_bath_table,2017-10-01,2017,10,29,45.9,60.583333333333336,-24.236588720770293,1331.1,3.367295829986474,3.8264651170664994,4.2,50,9,2
bed4,bed_bath_table,2017-11-01,2017,11,32,44.15444444,58.19542087333334,-24.12728737522935,1412.94222208,3.4657359027997265,3.787693588801072,4.2,97,8,4
bed4,bed_bath_table,2017-12-01,2017,12,12,45.9,58.12607843000001,-21.033723175946943,550.8,2.4849066497880004,3.8264651170664994,4.2,41,10,1
bed4,bed_bath_table,2018-01-01,2018,1,19,45.9,57.59666666666667,-20.307888187973848,872.1,2.9444389791664403,3.8264651170664994,4.2,62,8,2
bed4,bed_bath_table,2018-02-01,2018,2,16,45.9,57.59666666666667,-20.307888187973848,734.4,2.772588722239781,3.8264651170664994,4.2,62,8,2
bed4,bed_bath_table,2018-03-01,2018,3,8,47.9,58.26333333333334,-17.787058756221768,383.2,2.0794415416798357,3.8691155044168695,4.2,43,9,1
bed4,bed_bath_table,2018-04-01,2018,4,7,47.9,57.645,-16.90519559372019,335.3,1.9459101490553132,3.8691155044168695,4.2,34,9,1
bed4,bed_bath_table,2018-05-01,2018,5,2,47.9,57.17987179333334,-16.229263029609122,95.8,0.6931471805599453,3.8691155044168695,4.2,57,8,3
bed4,bed_bath_table,2018-06-01,2018,6,4,47.9,55.93000000000001,-14.357232254603982,191.6,1.3862943611198906,3.8691155044168695,4.2,43,9,0
bed4,bed_bath_table,2018-07-01,2018,7,2,47.9,55.27444444333333,-13.341508028893026,95.8,0.6931471805599453,3.8691155044168695,4.2,26,9,1
bed5,bed_bath_table,2017-05-01,2017,5,1,215.0,116.94999999999999,83.8392475416845,215.0,0.0,5.3706380281276624,4.4,57,8,1
bed5,bed_bath_table,2017-06-01,2017,6,10,209.0,114.94999999999999,81.81818181818184,2090.0,2.302585092994046,5.342334251964811,4.4,61,8,1
bed5,bed_bath_table,2017-07-01,2017,7,59,205.0,113.61666666666666,80.43127475429075,12095.0,4.07753744390572,5.3230099791384085,4.4,123,10,1
bed5,bed_bath_table,2017-08-01,2017,8,52,199.5098039,111.78660130000002,78.47380775499074,10374.509802800001,3.9512437185814275,5.295863377478362,4.4,90,8,1
bed5,bed_bath_table,2017-09-01,2017,9,32,163.3987097,99.7495699,63.8089365836955,5228.7587104,3.4657359027997265,5.096193285821897,4.4,54,9,1
computers1,computers_accessories,2017-05-01,2017,5,4,94.9,94.90000000000002,-1.4974557128769232e-14,379.6,1.3862943611198906,4.552823705615882,4.0,11,8,1
computers1,computers_accessories,2017-06-01,2017,6,6,100.9,120.59666666666665,-16.332679178528963,605.4000000000001,1.791759469228055,4.6141299273595635,4.0,15,8,1
computers1,computers_accessories,2017-07-01,2017,7,10,109.9,119.93,-8.36321187359293,1099.0,2.302585092994046,4.699570861409576,4.0,17,10,1
computers1,computers_accessories,2017-08-01,2017,8,2,109.9,121.8347619,-9.7958593375804,219.8,0.6931471805599453,4.699570861409576,4.0,15,8,1
computers1,computers_accessories,2017-09-01,2017,9,4,98.9,116.59666666666668,-15.177678035392667,395.6,1.3862943611198906,4.594109238628667,4.0,15,9,1
computers1,computers_accessories,2017-10-01,2017,10,4,98.9,117.49862746666668,-15.828804018960083,395.6,1.3862943611198906,4.594109238628667,4.0,31,9,2
computers1,computers_accessories,2017-11-01,2017,11,6,98.9,119.59666666666668,-17.305387552607378,593.4000000000001,1.791759469228055,4.594109238628667,4.0,36,8,4
computers1,computers_accessories,2017-12-01,2017,12,1,98.9,119.59666666666668,-17.305387552607378,98.9,0.0,4.594109238628667,4.0,35,10,1
computers1,computers_accessories,2018-01-01,2018,1,31,90.534,134.8361323,-32.85627638846179,2806.554,3.4339872044851463,4.505725470759569,4.0,152,8,2
computers1,computers_accessories,2018-02-01,2018,2,30,84.75608696,125.87076023333333,-32.66419714723012,2542.6826088000003,3.4011973816621555,4.439777566218318,4.0,202,8,2
computers1,computers_accessories,2018-03-01,2018,3,13,87.5,122.35559004666668,-28.487125135331116,1137.5,2.5649493574615367,4.471638793363569,4.0,127,9,1
computers1,computers_accessories,2018-04-01,2018,4,5,94.0,117.16324785666666,-19.77006295097226,470.0,1.6094379124341003,4.543294782270004,4.0,107,9,1
computers1,computers_accessories,2018-06-01,2018,6,4,73.0,114.43038459999998,-36.20575491799928,292.0,1.3862943611198906,4.290459441148391,4.0,66,9,0
computers1,computers_accessories,2018-07-01,2018,7,18,66.34214286,115.92999999999999,-42.77396458207539,1194.1585714799999,2.8903717578961645,4.194825334172996,4.0,43,9,1
computers1,computers_accessories,2018-08-01,2018,8,1,79.9,115.92999999999999,-31.07909945656861,79.9,0.0,4.380775852772229,4.0,18,8,1
computers2,computers_accessories,2017-11-01,2017,11,1,109.9,123.26333333333332,-10.84128829876415,109.9,0.0,4.699570861409576,3.5,36,8,4
computers2,computers_accessories,2017-12-01,2017,12,12,109.9,123.26333333333332,-10.84128829876415,1318.8000000000002,2.4849066497880004,4.699570861409576,3.5,35,10,1
computers2,computers_accessories,2018-01-01,2018,1,29,97.6425,134.8361323,-27.584321550581887,2831.6325,3.367295829986474,4.581312849457524,3.5,152,8,2
computers2,computers_accessories,2018-02-01,2018,2,71,78.7122807,125.87076023333333,-37.4657938395805,5588.5719297,4.2626798770413155,4.3657991877223665,3.5,202,8,2
computers2,computers_accessories,2018-03-01,2018,3,27,81.02391304,122.35559004666668,-33.77996623685333,2187.6456520799998,3.295836866004329,4.394744333818837,3.5,127,9,1
computers2,computers_accessories,2018-04-01,2018,4,13,80.66666667,117.16324785666666,-31.15019586288294,1048.66666671,2.5649493574615367,4.390325437529899,3.5,107,9,1
computers2,computers_accessories,2018-05-01,2018,5,11,79.8,116.23333333333333,-31.344995698308004,877.8,2.3978952727983707,4.379523504455763,3.5,78,8,3
computers2,computers_accessories,2018-06-01,2018,6,10,78.9,114.43038459999998,-31.049781685344417,789.0,2.302585092994046,4.368181227851829,3.5,66,9,0
computers2,computers_accessories,2018-07-01,2018,7,7,77.9,115.92999999999999,-32.80427844388855,545.3000000000001,1.9459101490553132,4.355425952876702,3.5,43,9,1
computers2,computers_accessories,2018-08-01,2018,8,2,77.9,115.92999999999999,-32.80427844388855,155.8,0.6931471805599453,4.355425952876702,3.5,18,8,1
computers3,computers_accessories,2017-05-01,2017,5,15,178.0571429,178.0571429,0.0,2670.8571435,2.70805020110221,5.182104526301864,4.2,11,8,1
computers3,computers_accessories,2017-06-01,2017,6,15,149.8525,153.23166666666665,-2.205266535420222,2247.7875,2.70805020110221,5.009651476973524,4.2,15,8,1
computers3,computers_accessories,2017-07-01,2017,7,4,146.6,144.39666666666668,1.5258893326253968,586.4,1.3862943611198906,4.987707789452551,4.2,17,10,1
computers3,computers_accessories,2017-08-01,2017,8,13,144.96,145.20809523333335,-0.17085496021050564,1884.48,2.5649493574615367,4.9764578422946695,4.2,15,8,1
computers3,computers_accessories,2017-09-01,2017,9,12,138.59,143.0566666666667,-3.1223058461682056,1663.08,2.4849066497880004,4.931519934080711,4.2,15,9,1
computers3,computers_accessories,2017-10-01,2017,10,16,137.9,143.49862746666668,-3.9015198720051707,2206.4,2.772588722239781,4.926528784799256,4.2,31,9,2
computers3,computers_accessories,2017-11-01,2017,11,18,137.9,132.59666666666666,3.9995977777219203,2482.2000000000003,2.8903717578961645,4.926528784799256,4.2,36,8,4
computers3,computers_accessories,2017-12-01,2017,12,2,134.9,131.59666666666666,2.5101952937004546,269.8,0.6931471805599453,4.90453376321371,4.2,35,10,1
computers3,computers_accessories,2018-01-01,2018,1,5,133.0,134.8361323,-1.3617509407009316,665.0,1.6094379124341003,4.890349128221754,4.2,152,8,2
computers3,computers_accessories,2018-02-01,2018,2,3,132.97,125.87076023333333,5.640102398290462,398.90999999999997,1.0986122886681098,4.890123538868615,4.2,202,8,2
computers4,computers_accessories,2017-02-01,2017,2,3,159.99,159.99,0.0,479.97,1.0986122886681098,5.075111313280621,4.2,3,8,2
computers4,computers_accessories,2017-03-01,2017,3,3,159.99,159.99,0.0,479.97,1.0986122886681098,5.075111313280621,4.2,3,8,1
computers4,computers_accessories,2017-04-01,2017,4,5,139.99,139.99,0.0,699.95,1.6094379124341003,4.941570991486734,4.2,5,10,2
computers4,computers_accessories,2017-06-01,2017,6,3,159.99,159.99,0.0,479.97,1.0986122886681098,5.075111313280621,4.2,15,8,1
computers4,computers_accessories,2017-07-01,2017,7,6,139.99,139.99,0.0,839.94,1.791759469228055,4.941570991486734,4.2,17,10,1
computers4,computers_accessories,2017-08-01,2017,8,7,145.7042857,145.7042857,0.0,1019.9299999000001,1.9459101490553132,4.981579127319006,4.2,15,8,1
computers4,computers_accessories,2017-09-01,2017,9,11,151.99,151.99,0.0,1671.89,2.3978952727983707,5.02381472920837,4.2,15,9,1
computers4,computers_accessories,2017-10-01,2017,10,17,154.6958824,154.6958824,0.0,2629.8300007999997,2.833213344056216,5.04146114054735,4.2,31,9,2
computers4,computers_accessories,2017-11-01,2017,11,18,149.99,136.62666666666667,9.780911486288678,2699.82,2.8903717578961645,5.010568625207268,4.2,36,8,4
computers4,computers_accessories,2017-12-01,2017,12,23,149.99,136.62666666666667,9.780911486288678,3449.7700000000004,3.1354942159291497,5.010568625207268,4.2,35,10,1
computers4,computers_accessories,2018-01-01,2018,1,43,156.5113514,134.8361323,16.07523052632087,6729.9881102,3.7612001156935624,5.053128540257172,4.2,152,8,2
computers4,computers_accessories,2018-02-01,2018,2,31,149.0,125.87076023333333,18.37538736064736,4619.0,3.4339872044851463,5.003946305945459,4.2,202,8,2
computers4,computers_accessories,2018-03-01,2018,3,44,136.1428571,122.35559004666668,11.268195468694824,5990.285712399999,3.784189633918261,4.913704754284093,4.2,127,9,1
computers4,computers_accessories,2018-04-01,2018,4,56,120.9230769,117.16324785666666,3.2090515687419154,6771.6923064,4.02535169073515,4.7951546153367754,4.2,107,9,1
computers4,computers_accessories,2018-05-01,2018,5,25,119.0,116.23333333333333,2.380269572698594,2975.0,3.2188758248682006,4.77912349311153,4.2,78,8,3
computers4,computers_accessories,2018-06-01,2018,6,27,114.4911538,114.43038459999998,0.053105825181351506,3091.2611526,3.295836866004329,4.740497560620987,4.2,66,9,0
computers4,computers_accessories,2018-07-01,2018,7,9,119.99,115.92999999999999,3.5021133442594694,1079.9099999999999,2.1972245773362196,4.787408405976297,4.2,43,9,1
computers4,computers_accessories,2018-08-01,2018,8,10,119.99,115.92999999999999,3.5021133442594694,1199.8999999999999,2.302585092994046,4.787408405976297,4.2,18,8,1
computers5,computers_accessories,2017-10-01,2017,10,1,167.0,162.89862746666665,2.5177452978679,167.0,0.0,5.117993812416755,3.5,31,9,2
computers5,computers_accessories,2017-12-01,2017,12,2,119.9,126.59666666666665,-5.289765396666562,239.8,0.6931471805599453,4.786658062033468,3.5,35,10,1
computers5,computers_accessories,2018-01-01,2018,1,57,93.09489362,134.8361323,-30.957012759108938,5306.40893634,4.04305126783455,4.533619334443673,3.5,152,8,2
computers5,computers_accessories,2018-02-01,2018,2,45,77.155,125.87076023333333,-38.70299992073324,3471.975,3.8066624897703196,4.345816385523168,3.5,202,8,2
computers5,computers_accessories,2018-03-01,2018,3,6,88.0,122.35559004666668,-28.07848013610443,528.0,1.791759469228055,4.477336814478207,3.5,127,9,1
computers5,computers_accessories,2018-04-01,2018,4,10,88.0,117.16324785666666,-24.89112276261233,880.0,2.302585092994046,4.477336814478207,3.5,107,9,1
computers5,computers_accessories,2018-06-01,2018,6,3,89.9,114.43038459999998,-21.436950234631983,269.70000000000005,1.0986122886681098,4.498697941477575,3.5,66,9,0
computers5,computers_accessories,2018-07-01,2018,7,3,78.9,115.92999999999999,-31.941688950228574,236.70000000000002,1.0986122886681098,4.368181227851829,3.5,43,9,1
computers6,computers_accessories,2018-01-01,2018,1,22,150.3545455,134.8361323,11.509091024261007,3307.800001,3.091042453358316,5.012996141767693,4.3,152,8,2
computers6,computers_accessories,2018-02-01,2018,2,69,149.9,125.87076023333333,19.09040647893315,10343.1,4.23410650459726,5.009968405108552,4.3,202,8,2
computers6,computers_accessories,2018-03-01,2018,3,51,149.9,122.35559004666668,22.511770768158474,7644.900000000001,3.9318256327243257,5.009968405108552,4.3,127,9,1
computers6,computers_accessories,2018-04-01,2018,4,35,149.9,117.16324785666666,27.941144294141047,5246.5,3.5553480614894135,5.009968405108552,4.3,107,9,1
computers6,computers_accessories,2018-05-01,2018,5,52,149.9,116.23333333333333,28.96472612560941,7794.8,3.9512437185814275,5.009968405108552,4.3,78,8,3
computers6,computers_accessories,2018-06-01,2018,6,27,149.9,114.43038459999998,30.99667586016313,4047.3,3.295836866004329,5.009968405108552,4.3,66,9,0
computers6,computers_accessories,2018-07-01,2018,7,13,149.9,115.92999999999999,29.3021650996291,1948.7,2.5649493574615367,5.009968405108552,4.3,43,9,1
computers6,computers_accessories,2018-08-01,2018,8,5,149.9,115.92999999999999,29.3021650996291,749.5,1.6094379124341003,5.009968405108552,4.3,18,8,1
consoles1,consoles_games,2017-07-01,2017,7,13,19.9,19.9,0.0,258.7,2.5649493574615367,2.990719731730447,4.2,13,10,1
consoles1,consoles_games,2017-08-01,2017,8,24,19.9,19.9,0.0,477.59999999999997,3.1780538303479458,2.990719731730447,4.2,33,8,1
consoles1,consoles_games,2017-09-01,2017,9,9,19.9,19.9,0.0,179.1,2.1972245773362196,2.990719731730447,4.2,17,9,1
consoles1,consoles_games,2017-10-01,2017,10,28,21.54285714,21.250793650000002,1.3743650934185074,603.19999992,3.332204510175204,3.0700443063859164,4.2,38,9,2
consoles1,consoles_games,2017-11-01,2017,11,28,24.5,24.5,0.0,686.0,3.332204510175204,3.1986731175506815,4.2,49,8,4
consoles1,consoles_games,2017-12-01,2017,12,16,24.5,24.5,0.0,392.0,2.772588722239781,3.1986731175506815,4.2,30,10,1
consoles1,consoles_games,2018-02-01,2018,2,5,32.5,32.5,0.0,162.5,1.6094379124341003,3.481240089335692,4.2,6,8,2
consoles1,consoles_games,2018-03-01,2018,3,6,32.5,32.58095238,-0.24846535808969306,195.0,1.791759469228055,3.481240089335692,4.2,13,9,1
consoles1,consoles_games,2018-04-01,2018,4,7,35.05714286,34.77142857333333,0.8216926896290533,245.40000002,1.9459101490553132,3.5569793833029975,4.2,13,9,1
consoles1,consoles_games,2018-05-01,2018,5,3,36.2,36.2,0.0,108.60000000000001,1.0986122886681098,3.5890591188317256,4.2,3,8,3
consoles1,consoles_games,2018-06-01,2018,6,2,36.2,36.2,0.0,72.4,0.6931471805599453,3.5890591188317256,4.2,2,9,0
consoles1,consoles_games,2018-07-01,2018,7,1,36.2,36.2,0.0,36.2,0.0,3.5890591188317256,4.2,1,9,1
consoles2,consoles_games,2017-07-01,2017,7,1,19.9,19.9,0.0,19.9,0.0,2.990719731730447,3.9,13,10,1
consoles2,consoles_games,2017-08-01,2017,8,11,19.9,19.9,0.0,218.89999999999998,2.3978952727983707,2.990719731730447,3.9,33,8,1
consoles2,consoles_games,2017-09-01,2017,9,9,19.9,19.9,0.0,179.1,2.1972245773362196,2.990719731730447,3.9,17,9,1
consoles2,consoles_games,2017-10-01,2017,10,12,20.66666667,20.95873016,-1.393517106095517,248.00000004000003,2.4849066497880004,3.028522096538272,3.9,38,9,2
consoles2,consoles_games,2017-11-01,2017,11,23,24.5,24.5,0.0,563.5,3.1354942159291497,3.1986731175506815,3.9,49,8,4
consoles2,consoles_games,2017-12-01,2017,12,17,24.5,24.5,0.0,416.5,2.833213344056216,3.1986731175506815,3.9,30,10,1
consoles2,consoles_games,2018-01-01,2018,1,10,27.03333333,27.03333333,0.0,270.3333333,2.302585092994046,3.297070672329953,3.9,9,8,2
consoles2,consoles_games,2018-02-01,2018,2,1,32.5,32.5,0.0,32.5,0.0,3.481240089335692,3.9,6,8,2
consoles2,consoles_games,2018-03-01,2018,3,7,32.74285714,32.66190476,0.24784953784795552,229.19999997999997,1.9459101490553132,3.488684835698011,3.9,13,9,1
consoles2,consoles_games,2018-04-01,2018,4,6,34.2,34.48571428666667,-0.8285004169889978,205.20000000000002,1.791759469228055,3.5322256440685598,3.9,13,9,1
cool1,cool_stuff,2017-02-01,2017,2,7,85.70428571,85.70428570999998,1.6581264982812734e-14,599.9299999699999,1.9459101490553132,4.450902832638076,4.2,7,8,2
cool1,cool_stuff,2017-03-01,2017,3,14,99.99,109.99000000000001,-9.091735612328405,1399.86,2.6390573296152584,4.605070180987758,4.2,22,8,1
cool1,cool_stuff,2017-04-01,2017,4,17,99.99,109.99000000000001,-9.091735612328405,1699.83,2.833213344056216,4.605070180987758,4.2,33,10,2
cool1,cool_stuff,2017-05-01,2017,5,22,99.99,109.99000000000001,-9.091735612328405,2199.7799999999997,3.091042453358316,4.605070180987758,4.2,58,8,1
cool1,cool_stuff,2017-06-01,2017,6,14,99.99,109.99000000000001,-9.091735612328405,1399.86,2.6390573296152584,4.605070180987758,4.2,42,8,1
cool1,cool_stuff,2017-07-01,2017,7,11,99.99,109.99000000000001,-9.091735612328405,1099.8899999999999,2.3978952727983707,4.605070180987758,4.2,42,10,1
cool1,cool_stuff,2017-08-01,2017,8,14,99.99,105.63583333333332,-5.34461948675875,1399.86,2.6390573296152584,4.605070180987758,4.2,39,8,1
cool1,cool_stuff,2017-09-01,2017,9,3,99.99,76.49333333333333,30.71727383649992,299.96999999999997,1.0986122886681098,4.605070180987758,4.2,10,9,1
cool1,cool_stuff,2017-10-01,2017,10,2,99.99,106.65666666666665,-6.250585992436783,199.98,0.6931471805599453,4.605070180987758,4.2,33,9,2
cool1,cool_stuff,2017-11-01,2017,11,4,99.99,109.99000000000001,-9.091735612328405,399.96,1.3862943611198906,4.605070180987758,4.2,42,8,4
cool1,cool_stuff,2017-12-01,2017,12,3,99.99,109.99000000000001,-9.091735612328405,299.96999999999997,1.0986122886681098,4.605070180987758,4.2,38,10,1
cool1,cool_stuff,2018-01-01,2018,1,3,99.99,86.49333333333334,15.60428549406504,299.96999999999997,1.0986122886681098,4.605070180987758,4.2,102,8,2
cool1,cool_stuff,2018-02-01,2018,2,1,99.99,109.99000000000001,-9.091735612328405,99.99,0.0,4.605070180987758,4.2,20,8,2
cool1,cool_stuff,2018-03-01,2018,3,2,99.99,88.32666666666667,13.204770171333676,199.98,0.6931471805599453,4.605070180987758,4.2,45,9,1
cool1,cool_stuff,2018-04-01,2018,4,3,89.86333333,84.95111111,5.78241079582744,269.58999999,1.0986122886681098,4.498289997656894,4.2,18,9,1
cool2,cool_stuff,2017-03-01,2017,3,8,129.99,119.99000000000001,8.33402783565297,1039.92,2.0794415416798357,4.867457524419928,4.3,22,8,1
cool2,cool_stuff,2017-04-01,2017,4,14,129.99,119.99000000000001,8.33402783565297,1819.8600000000001,2.6390573296152584,4.867457524419928,4.3,33,10,2
cool2,cool_stuff,2017-05-01,2017,5,18,129.99,119.99000000000001,8.33402783565297,2339.82,2.8903717578961645,4.867457524419928,4.3,58,8,1
cool2,cool_stuff,2017-06-01,2017,6,17,129.99,119.99000000000001,8.33402783565297,2209.83,2.833213344056216,4.867457524419928,4.3,42,8,1
cool2,cool_stuff,2017-07-01,2017,7,16,129.99,119.99000000000001,8.33402783565297,2079.84,2.772588722239781,4.867457524419928,4.3,42,10,1
cool2,cool_stuff,2017-08-01,2017,8,16,116.9275,111.28166666666665,5.073462235468565,1870.84,2.772588722239781,4.761554084610657,4.3,39,8,1
cool2,cool_stuff,2017-10-01,2017,10,10,119.99,113.32333333333332,5.882872018119251,1199.8999999999999,2.302585092994046,4.787408405976297,4.3,33,9,2
cool2,cool_stuff,2017-11-01,2017,11,9,129.99,119.99000000000001,8.33402783565297,1169.91,2.1972245773362196,4.867457524419928,4.3,42,8,4
cool2,cool_stuff,2017-12-01,2017,12,3,129.99,119.99000000000001,8.33402783565297,389.97,1.0986122886681098,4.867457524419928,4.3,38,10,1
cool2,cool_stuff,2018-01-01,2018,1,4,129.99,86.49333333333334,50.28903961769693,519.96,1.3862943611198906,4.867457524419928,4.3,102,8,2
cool2,cool_stuff,2018-02-01,2018,2,2,129.99,119.99000000000001,8.33402783565297,259.98,0.6931471805599453,4.867457524419928,4.3,20,8,2
cool2,cool_stuff,2018-03-01,2018,3,1,129.99,88.32666666666667,47.16959770548721,129.99,0.0,4.867457524419928,4.3,45,9,1
